PMID,SMILES,Compound_ID,DOI,Year,EC50_EBOV,EC50_SUDV,EC50_MARV,CC50,SI,Mechanism_Declared,Target_Tested_Yes_No,Suggested_Tier,Confidence_Score_Final,Reason_Tier,docking_deltaG_Lpoly,docking_deltaG_VP40,docking_deltaG_VP35,Abstract
38809037,,,10.1002/ardp.202400250,2024,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Three new series of macrocyclic active site-directed inhibitors of the Zika virus (ZIKV) NS2B-NS3 protease were synthesized. First, attempts were made to replace the basic P3 lysine residue of our previously described inhibitors with uncharged and more hydrophobic residues. This provided numerous compounds with inhibition constants between 30 and 50 nM. A stronger reduction of the inhibitory potency was observed when the P2 lysine was replaced by neutral residues, all of these inhibitors possess K<sub>i</sub> values >1 µM. However, it is possible to replace the P2 lysine with the less basic 3-aminomethylphenylalanine, which provides a similarly potent inhibitor of the ZIKV protease (K<sub>i</sub> = 2.69 nM). Crystal structure investigations showed that the P2 benzylamine structure forms comparable interactions with the protease as lysine. Twelve additional structures of these inhibitors in complex with the protease were determined, which explain many, but not all, SAR data obtained in this study. All individual modifications in the P2 or P3 position resulted in inhibitors with low antiviral efficacy in cell culture. Therefore, a third inhibitor series with combined modifications was synthesized; all of them contain a more hydrophobic d-cyclohexylalanine in the linker segment. At a concentration of 40 µM, two of these compounds possess similar antiviral potency as ribavirin at 100 µM. Due to their reliable crystallization in complex with the ZIKV protease, these cyclic compounds are very well suited for a rational structure-based development of improved inhibitors."
38782261,,,10.1016/j.virs.2024.03.011,2024,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus (EBOV) and Marburg virus (MARV), members of the Filoviridae family, are highly pathogenic and can cause hemorrhagic fevers, significantly impacting human society. Bats are considered reservoirs of these viruses because related filoviruses have been discovered in bats. However, due to the requirement for maximum containment laboratories when studying infectious viruses, the characterization of bat filoviruses often relies on pseudoviruses and minigenome systems. In this study, we used RACE technology to sequence the 3'-leader and 5'-trailer of Měnglà virus (MLAV) and constructed a minigenome. Similar to MARV, the transcription activities of the MLAV minigenome are independent of VP30. We further assessed the effects of polymorphisms at the 5' end on MLAV minigenome activity and identified certain mutations that decrease minigenome reporter efficiency, probably due to alterations in the RNA secondary structure. The reporter activity upon recombination of the 3'-leaders and 5'-trailers of MLAV, MARV, and EBOV with those of the homologous or heterologous minigenomes was compared and it was found that the polymerase complex and leader and trailer sequences exhibit intrinsic specificities. Additionally, we investigated whether the polymerase complex proteins from EBOV and MARV support MLAV minigenome RNA synthesis and found that the homologous system is more efficient than the heterologous system. Remdesivir efficiently inhibited MLAV as well as EBOV replication. In summary, this study provides new information on bat filoviruses and the minigenome will be a useful tool for high-throughput antiviral drug screening."
38561780,,,10.1186/s12934-024-02363-8,2024,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Bacteria of the genus Photorhabdus and Xenorhabdus are motile, Gram-negative bacteria that live in symbiosis with entomopathogenic nematodes. Due to their complex life cycle, they produce a large number of specialized metabolites (natural products) encoded in biosynthetic gene clusters (BGC). Genetic tools for Photorhabdus and Xenorhabdus have been rare and applicable to only a few strains. In the past, several tools have been developed for the activation of BGCs and the deletion of individual genes. However, these often have limited efficiency or are time consuming. Among the limitations, it is essential to have versatile expression systems and genome editing tools that could facilitate the practical work. In the present study, we developed several expression vectors and a CRISPR-Cpf1 genome editing vector for genetic manipulations in Photorhabdus and Xenorhabdus using SEVA plasmids. The SEVA collection is based on modular vectors that allow exchangeability of different elements (e.g. origin of replication and antibiotic selection markers with the ability to insert desired sequences for different end applications). Initially, we tested different SEVA vectors containing the broad host range origins and three different resistance genes for kanamycin, gentamycin and chloramphenicol, respectively. We demonstrated that these vectors are replicative not only in well-known representatives, e.g. Photorhabdus laumondii TTO1, but also in other rarely described strains like Xenorhabdus sp. TS4. For our CRISPR/Cpf1-based system, we used the pSEVA231 backbone to delete not only small genes but also large parts of BGCs. Furthermore, we were able to activate and refactor BGCs to obtain high production titers of high value compounds such as safracin B, a semisynthetic precursor for the anti-cancer drug ET-743. The results of this study provide new inducible expression vectors and a CRISPR/CPf1 encoding vector all based on the SEVA (Standard European Vector Architecture) collection, which can improve genetic manipulation and genome editing processes in Photorhabdus and Xenorhabdus."
38385828,,,10.1002/cmdc.202400057,2024,,,,,,,,0.7,,Tier 2: phenotypic,,,,A 1H-isoindol-3-amine was identified as suitable P1 group for the proprotein convertase furin using a crystallographic screening with a set of 20 fragments known to occupy the S1 pocket of trypsin-like serine proteases. Its binding mode is very similar to that observed for the P1 group of benzamidine-derived peptidic furin inhibitors suggesting an aminomethyl substitution of this fragment to obtain a couplable P1 residue for the synthesis of substrate-analogue furin inhibitors. The obtained inhibitors possess a slightly improved picomolar inhibitory potency compared to their benzamidine-derived analogues. The crystal structures of two inhibitors in complex with furin revealed that the new P1 group is perfectly suited for incorporation in peptidic furin inhibitors. Selected inhibitors were tested for antiviral activity against respiratory syncytial virus (RSV) and a furin-dependent influenza A virus (SC35M/H7N7) in A549 human lung cells and demonstrated an efficient inhibition of virus activation and replication at low micromolar or even submicromolar concentrations. First results suggest that the Mas-related G-protein coupled receptor GPCR-X2 could be a potential off-target for certain benzamidine-derived furin inhibitors.
38342126,,,10.1016/S0140-6736(23)02196-7,2024,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Gepotidacin is a novel, bactericidal, first-in-class triazaacenaphthylene antibiotic that inhibits bacterial DNA replication by a distinct mechanism of action and a unique binding site, providing well balanced inhibition of two type II topoisomerase enzymes. Oral gepotidacin is under investigation to treat uncomplicated urinary tract infections. We aimed to compare the efficacy and safety of oral gepotidacin with that of nitrofurantoin in adolescent and adult female individuals with uncomplicated urinary tract infections. EAGLE-2 and EAGLE-3 were phase 3, randomised, multicentre, double-blind, double-dummy, non-inferiority (10% margin) trials, in which patients were enrolled at 219 centres worldwide. Patients assigned female at birth, non-pregnant, aged 12 years or older, weighing 40 kg or more, with two or more symptoms of dysuria, frequency, urgency, or lower abdominal pain, and with evidence of urinary nitrite, pyuria, or both were eligible for inclusion. Patients were randomly assigned (1:1) centrally by interactive response technology to receive oral gepotidacin (1500 mg twice daily for 5 days) or oral nitrofurantoin (100 mg twice daily for 5 days), with randomisation stratified by age category and history of recurrent uncomplicated urinary tract infections. Patients, investigators, and the sponsor study team were masked to treatment assignment. The primary endpoint, therapeutic response (success or failure) at test-of-cure (ie, day 10-13), was evaluated in randomly assigned patients with nitrofurantoin-susceptible qualifying uropathogens (≥10<sup>5</sup> colony-forming units [CFU] per mL) and who received at least one dose of study treatment. Conforming to regulatory guidance, therapeutic success was defined as combined clinical success (ie, complete symptom resolution) and microbiological success (ie, reduction of qualifying uropathogens to <10<sup>3</sup> CFU/mL) without other systemic antimicrobial use. Safety analyses included patients who were randomly assigned and who received at least one dose of study treatment. The trials are registered with ClinicalTrials.gov, NCT04020341 (EAGLE-2) and NCT04187144 (EAGLE-3), and are completed. Studies were undertaken from Oct 17, 2019, to Nov 30, 2022 (EAGLE-2), and from April 23, 2020, to Dec 1, 2022 (EAGLE-3). 1680 patients in EAGLE-2 and 1731 patients in EAGLE-3 were screened for eligibility, of whom 1531 and 1605 were randomly assigned, respectively (767 in the gepotidacin group and 764 in the nitrofurantoin group in EAGLE-2, and 805 in the gepotidacin group and 800 in the nitrofurantoin group in EAGLE-3). After an interim analysis, which was prospectively agreed as a protocol amendment, both studies were stopped for efficacy. Thus, the primary analysis population included only patients who, at the time of the interim analysis data cutoff, had the opportunity to reach the test-of-cure visit or were known to not have attained therapeutic success before the test-of-cure visit. In EAGLE-2, 162 (50·6%) of 320 patients assigned gepotidacin and 135 (47·0%) of 287 patients assigned nitrofurantoin had therapeutic success (adjusted difference 4·3%, 95% CI -3·6 to 12·1). In EAGLE-3, 162 (58·5%) of 277 patients assigned gepotidacin and 115 (43·6%) of 264 patients assigned nitrofurantoin had therapeutic success (adjusted difference 14·6%, 95% CI 6·4 to 22·8). Gepotidacin was non-inferior to nitrofurantoin in both studies and superior to nitrofurantoin in EAGLE-3. The most common adverse event with gepotidacin was diarrhoea (observed in 111 [14%] of 766 patients in EAGLE-2 and in 147 [18%] of 804 patients in EAGLE-3), whereas the most common adverse event with nitrofurantoin was nausea (in 29 [4%] of 760 patients in EAGLE-2 and in 35 [4%] of 798 patients in EAGLE-3). Cases were mostly mild or moderate. No life-threatening or fatal events occurred. Gepotidacin is an efficacious oral antibiotic with acceptable safety and tolerability profiles. As a first-in-class investigational oral antibiotic with activity against common uropathogens, including clinically important drug-resistant phenotypes, gepotidacin has the potential to offer substantial benefit to patients. GSK and the US Office of the Assistant Secretary for Preparedness and Response, Biomedical Advanced Research and Development Authority."
38240994,,,10.1007/s40121-023-00913-y,2024,,,,,,,,0.7,,Tier 2: phenotypic,,,,"In 1976 Ebola revealed itself to the world, marking the beginning of a series of localized outbreaks. However, it was the Ebola outbreak that began in 2013 that incited fear and anxiety around the globe. Since then, our comprehension of the virus has been steadily expanding. Ebola virus (EBOV), belonging to the Orthoebolavirus genus of the Filoviridae family, possesses a non-segmented, negative single-stranded RNA genome comprising seven genes that encode multiple proteins. These proteins collectively orchestrate the intricate process of infecting host cells. It is not possible to view each protein as monofunctional. Instead, they synergistically contribute to the pathogenicity of the virus. Understanding this multifaceted replication cycle is crucial for the development of effective antiviral strategies. Currently, two antibody-based therapeutics have received approval for treating Ebola virus disease (EVD). In 2022, the first evidence-based clinical practice guideline dedicated to specific therapies for EVD was published. Although notable progress has been made in recent years, deaths still occur. Consequently, there is an urgent need to enhance the therapeutic options available to improve the outcomes of the disease. Emerging therapeutics can target viral proteins as direct-acting antivirals or host factors as host-directed antivirals. They both have advantages and disadvantages. One way to bypass some disadvantages is to repurpose already approved drugs for non-EVD indications to treat EVD. This review offers detailed insight into the role of each viral protein in the replication cycle of the virus, as understanding how the virus interacts with host cells is critical to understanding how emerging therapeutics exert their activity. Using this knowledge, this review delves into the intricate mechanisms of action of current and emerging therapeutics."
37987370,,,10.3390/jdb11040040,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"The presence of farnesylated proteins at the inner nuclear membrane (INM), such as the Lamins or Kugelkern in <i>Drosophila</i>, leads to specific changes in the nuclear morphology and accelerated ageing on the organismal level reminiscent of the Hutchinson-Gilford progeria syndrome (HGPS). Farnesyl transferase inhibitors (FTIs) can suppress the phenotypes of the nuclear morphology in cultured fibroblasts from HGPS patients and cultured cells overexpressing farnesylated INM proteins. Similarly, FTIs have been reported to suppress the shortened lifespan in model organisms. Here, we report an experimental system combining cell culture and <i>Drosophila</i> flies for testing the activity of substances on the HGPS-like nuclear morphology and lifespan, with FTIs as an experimental example. Consistent with previous reports, we show that FTIs were able to ameliorate the nuclear phenotypes induced by the farnesylated nuclear proteins Progerin, Kugelkern, or truncated Lamin B in cultured cells. The subsequent validation in <i>Drosophila</i> lifespan assays demonstrated the applicability of the experimental system: treating adult <i>Drosophila</i> with the FTI ABT-100 reversed the nuclear phenotypes and extended the lifespan of experimentally induced short-lived flies. Since <i>kugelkern</i>-expressing flies have a significantly shorter average lifespan, half the time is needed for testing substances in the lifespan assay."
37955182,,,10.1161/CIRCRESAHA.122.321836,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Pulmonary hypertension (PH) is a chronic vascular disease characterized, among other abnormalities, by hyperproliferative smooth muscle cells and a perturbed cellular redox and metabolic balance. Oxidants induce cell cycle arrest to halt proliferation; however, little is known about the redox-regulated effector proteins that mediate these processes. Here, we report a novel kinase-inhibitory disulfide bond in cyclin D-CDK4 (cyclin-dependent kinase 4) and investigate its role in cell proliferation and PH. Oxidative modifications of cyclin D-CDK4 were detected in human pulmonary arterial smooth muscle cells and human pulmonary arterial endothelial cells. Site-directed mutagenesis, tandem mass-spectrometry, cell-based experiments, in vitro kinase activity assays, in silico structural modeling, and a novel redox-dead constitutive knock-in mouse were utilized to investigate the nature and definitively establish the importance of CDK4 cysteine modification in pulmonary vascular cell proliferation. Furthermore, the cyclin D-CDK4 oxidation was assessed in vivo in the pulmonary arteries and isolated human pulmonary arterial smooth muscle cells of patients with pulmonary arterial hypertension and in 3 preclinical models of PH. Cyclin D-CDK4 forms a reversible oxidant-induced heterodimeric disulfide dimer between C7/8 and C135, respectively, in cells in vitro and in pulmonary arteries in vivo to inhibit cyclin D-CDK4 kinase activity, decrease Rb (retinoblastoma) protein phosphorylation, and induce cell cycle arrest. Mutation of CDK4 C135 causes a kinase-impaired phenotype, which decreases cell proliferation rate and alleviates disease phenotype in an experimental mouse PH model, suggesting this cysteine is indispensable for cyclin D-CDK4 kinase activity. Pulmonary arteries and human pulmonary arterial smooth muscle cells from patients with pulmonary arterial hypertension display a decreased level of CDK4 disulfide, consistent with CDK4 being hyperactive in human pulmonary arterial hypertension. Furthermore, auranofin treatment, which induces the cyclin D-CDK4 disulfide, attenuates disease severity in experimental PH models by mitigating pulmonary vascular remodeling. A novel disulfide bond in cyclin D-CDK4 acts as a rapid switch to inhibit kinase activity and halt cell proliferation. This oxidative modification forms at a critical cysteine residue, which is unique to CDK4, offering the potential for the design of a selective covalent inhibitor predicted to be beneficial in PH."
37896854,,,10.3390/v15102077,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus disease (EVD) represents a global health threat. The etiological agents of EVD are six species of Orthoebolaviruses, with <i>Orthoebolavirus zairense</i> (EBOV) having the greatest public health and medical significance. EVD pathogenesis occurs as a result of broad cellular tropism of the virus, robust viral replication and a potent and dysregulated production of cytokines. In vivo, tissue macrophages are some of the earliest cells infected and contribute significantly to virus load and cytokine production. While EBOV is known to infect macrophages and to generate high titer virus in the liver, EBOV infection of liver macrophages, Kupffer cells, has not previously been examined in tissue culture or experimentally manipulated in vivo. Here, we employed primary murine Kupffer cells (KC) and an immortalized murine Kupffer cell line (ImKC) to assess EBOV-eGFP replication in liver macrophages. KCs and ImKCs were highly permissive for EBOV infection and IFN-γ polarization of these cells suppressed their permissiveness to infection. The kinetics of IFN-γ-elicited antiviral responses were examined using a biologically contained model of EBOV infection termed EBOV ΔVP30. The antiviral activity of IFN-γ was transient, but a modest ~3-fold reduction of infection persisted for as long as 6 days post-treatment. To assess the interferon-stimulated gene products (ISGs) responsible for protection, the efficacy of secreted ISGs induced by IFN-γ was evaluated and secreted ISGs failed to block EBOV ΔVP30. Our studies define new cellular tools for the study of EBOV infection that can potentially aid the development of new antiviral therapies. Furthermore, our data underscore the importance of macrophages in EVD pathogenesis and those IFN-γ-elicited ISGs that help to control EBOV infection."
37592354,,,10.1186/s12964-023-01233-x,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Lung infections caused by Streptococcus pneumonia are a global leading cause of death. The reactive oxygen species H<sub>2</sub>O<sub>2</sub> is one of the virulence factors of Streptococcus pneumoniae. The Golgi apparatus is essential for the inflammatory response of a eukaryotic cell. Golgi fragmentation was previously shown to be induced by bacterial pathogens and in response to H<sub>2</sub>O<sub>2</sub> treatment. This led us to investigate whether the Golgi apparatus is actively involved and targeted in host-pathogen interactions during pneumococcal infections. Following in vitro infection of BEAS-2B bronchial epithelial cells with Streptococcus pneumoniae for 16 h, the structure of the Golgi apparatus was assessed by fluorescence staining of the Golgi-associated protein, Golgin-97. To investigate the effect of H<sub>2</sub>O<sub>2</sub> production on Golgi structure, BEAS-2B cells were treated with H<sub>2</sub>O<sub>2</sub> or the H<sub>2</sub>O<sub>2</sub> degrading enzyme Catalase, prior to Golgi staining. Artificial disruption of the Golgi apparatus was induced by treatment of cells with the GBF1 inhibitor, Golgicide A. A proinflammatory cellular response was induced by treatment of cells with the bacterial cell wall component and TLR4 ligand lipoteichoic acid. In vitro infection of bronchial epithelial cells with wild type Streptococcus pneumoniae led to a disruption of normal Golgi structure. Golgi fragmentation was not observed after deletion of the pneumococcal H<sub>2</sub>O<sub>2</sub>-producing gene, spxB, or neutralization of H<sub>2</sub>O<sub>2</sub> by catalase treatment, but could be induced by H<sub>2</sub>O<sub>2</sub> treatment. Streptococcus pneumoniae infection significantly reduced host cell protein glycosylation and artificial disruption of Golgi structure significantly reduced bacterial adherence, but increased bacterial counts in the supernatant. To understand if this effect depended on cell-contact or soluble factors, pneumococci were treated with cell-supernatant of cells treated with Golgicide A and/or lipoteichoic acid. This approach revealed that lipoteichoic acid conditioned medium inhibits bacterial replication in presence of host cells. In contrast, artificial Golgi fragmentation by Golgicide A treatment prior to lipoteichoic acid treatment rescued bacterial replication. This effect was associated with an increase of IL-6 and IL-8 in the supernatant of lipoteichoic acid treated cells. The increased cytokine release was abolished if cells were treated with Golgicide A prior to lipoteichoic acid treatment. Streptococcus pneumoniae disrupts the Golgi apparatus in an H<sub>2</sub>O<sub>2</sub>-dependent manner, thereby inhibiting paracrine anti-infective mechanisms. Video Abstract."
37562033,,,10.1093/infdis/jiad325,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus (EBOV) is a highly pathogenic virus that encodes 7 multifunctional structural proteins. Multiple host factors have been reported to interact with the EBOV proteins. Here, we found that tripartite motif-containing 14 (TRIM14), an interferon-stimulated gene that mediates cellular signaling pathways associated with type I interferon and inflammatory cytokine production, interacts with EBOV nucleoprotein to enhance interferon-β (IFN-β) and nuclear factor-κB (NF-κB) promotor activation. Moreover, TRIM14 overexpression reduced viral replication in an infectious but biologically contained EBOVΔVP30 system by approximately 10-fold without affecting viral protein expression. Furthermore, TRM14-deficient mice were more susceptible to mouse-adapted EBOV infection than wild-type mice. Our data suggest that TRIM14 is a host factor with anti-EBOV activity that limits EBOV pathogenesis."
37371569,,,10.3390/biom13060989,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Volatile organic compounds (VOCs) reflect the metabolism in healthy and pathological conditions, and can be collected easily in a noninvasive manner. They are directly measured using electronical nose (eNose), and may qualify as a systemic tool to monitor biomarkers related to disease. Myeloid leukemic blasts can be transformed into leukemia-derived dendritic cells (DC<sub>leu</sub>) able to improve (anti-leukemic) immune responses. To profile immunological changes in healthy and acute myeloid leukemic (AML) patients' ex vivo cell cultures, we correlated the cell biological data with the profiles of cell culture supernatant-derived VOCs. DC/DC<sub>leu</sub> from leukemic or healthy whole blood (WB) were generated without (Control) or with immunomodulatory Kit M (Granulocyte macrophage-colony-stimulating-factor (GM-CSF) + prostaglandin E<sub>1</sub> (PGE<sub>1</sub>)) in dendritic cell cultures (DC culture). Kit-pretreated/not pretreated WB was used to stimulate T cell-enriched immunoreactive cells in mixed lymphocyte cultures (MLC culture). Leukemia-specific adaptive and innate immune cells were detected with a degranulation assay (Deg) and an intracellular cytokine assay (InCyt). Anti-leukemic cytotoxicity was explored with a cytotoxicity fluorolysis assay (CTX). VOCs collected from serum or DC- and MLC culture supernatants (with vs. without Kit M pretreatment and before vs. after culture) were measured using eNose. Compared to the Control (without treatment), Kit M-pretreated leukemic and healthy WB gave rise to higher frequencies of mature (leukemia-derived) DC subtypes of activated and (memory) T cells after MLC. Moreover, antigen (leukemia)-specific cells of several lines (innate and adaptive immunity cells) were induced, giving rise to blast-lysing cells. The eNose could significantly distinguish between healthy and leukemic patients' serum, DC and MLC culture supernatant-derived volatile phases and could significantly separate several supernatant (with vs. without Kit M treatment, cultured vs. uncultured)-derived VOCs within subgroups (healthy DC or leukemic DC, or healthy MLC or leukemic MLC supernatants). Interestingly, the eNose could indicate a Kit M- and culture-associated effect. The eNose may be a prospective option for the deduction of a VOC-based profiling strategy using serum or cell culture supernatants and could be a useful diagnostic tool to recognize or qualify AML disease."
37290182,,,10.1016/j.ejmech.2023.115498,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Over 110 years after the first formal description of Chagas disease, the trypanocidal drugs thus far available have limited efficacy and several side effects. This encourages the search for novel treatments that inhibit T. cruzi targets. One of the most studied anti-T. cruzi targets is the cysteine protease cruzain; it is associated with metacyclogenesis, replication, and invasion of the host cells. We used computational techniques to identify novel molecular scaffolds that act as cruzain inhibitors. First, with a docking-based virtual screening, we identified compound 8, a competitive cruzain inhibitor with a K<sub>i</sub> of 4.6 μM. Then, aided by molecular dynamics simulations, cheminformatics, and docking, we identified the analog compound 22 with a K<sub>i</sub> of 27 μM. Surprisingly, despite sharing the same isoquinoline scaffold, compound 8 presented higher trypanocidal activity against the epimastigote forms, while compound 22, against the trypomastigotes and amastigotes. Taken together, compounds 8 and 22 represent a promising scaffold for further development of trypanocidal compounds as drug candidates for treating Chagas disease."
37199624,,,10.1128/jvi.00465-23,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Coronavirus genome replication and expression are mediated by the viral replication-transcription complex (RTC) which is assembled from multiple nonstructural proteins (nsp). Among these, nsp12 represents the central functional subunit. It harbors the RNA-directed RNA polymerase (RdRp) domain and contains, at its N terminus, an additional domain called NiRAN which is widely conserved in coronaviruses and other nidoviruses. In this study, we produced bacterially expressed coronavirus nsp12s to investigate and compare NiRAN-mediated NMPylation activities from representative alpha- and betacoronaviruses. We found that the four coronavirus NiRAN domains characterized to date have a number of conserved properties, including (i) robust nsp9-specific NMPylation activities that appear to operate largely independently of the C-terminal RdRp domain, (ii) nucleotide substrate preference for UTP followed by ATP and other nucleotides, (iii) dependence on divalent metal ions, with Mn<sup>2+</sup> being preferred over Mg<sup>2+</sup>, and (iv) a key role of N-terminal residues (particularly Asn2) of nsp9 for efficient formation of a covalent phosphoramidate bond between NMP and the N-terminal amino group of nsp9. In this context, a mutational analysis confirmed the conservation and critical role of Asn2 across different subfamilies of the family <i>Coronaviridae</i>, as shown by studies using chimeric coronavirus nsp9 variants in which six N-terminal residues were replaced with those from other corona-, pito- and letovirus nsp9 homologs. The combined data of this and previous studies reveal a remarkable degree of conservation among coronavirus NiRAN-mediated NMPylation activities, supporting a key role of this enzymatic activity in viral RNA synthesis and processing. <b>IMPORTANCE</b> There is strong evidence that coronaviruses and other large nidoviruses evolved a number of unique enzymatic activities, including an additional RdRp-associated NiRAN domain, that are conserved in nidoviruses but not in most other RNA viruses. Previous studies of the NiRAN domain mainly focused on severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and suggested different functions for this domain, such as NMPylation/RNAylation of nsp9, RNA guanylyltransferase activities involved in canonical and/or unconventional RNA capping pathways, and other functions. To help resolve partly conflicting information on substrate specificities and metal ion requirements reported previously for the SARS-CoV-2 NiRAN NMPylation activity, we extended these earlier studies by characterizing representative alpha- and betacoronavirus NiRAN domains. The study revealed that key features of NiRAN-mediated NMPylation activities, such as protein and nucleotide specificity and metal ion requirements, are very well conserved among genetically divergent coronaviruses, suggesting potential avenues for future antiviral drug development targeting this essential viral enzyme."
37108610,,,10.3390/ijms24087448,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Invading pathogens have developed weapons that subvert physiological conditions to weaken the host and permit the spread of infection. Cells, on their side, have thus developed countermeasures to maintain cellular physiology and counteract pathogenesis. The cyclic GMP-AMP (cGAMP) synthase (cGAS) is a pattern recognition receptor that recognizes viral DNA present in the cytosol, activating the stimulator of interferon genes (STING) protein and leading to the production of type I interferons (IFN-I). Given its role in innate immunity activation, STING is considered an interesting and innovative target for the development of broad-spectrum antivirals. In this review, we discuss the function of STING; its modulation by the cellular stimuli; the molecular mechanisms developed by viruses, through which they escape this defense system; and the therapeutical strategies that have been developed to date to inhibit viral replication restoring STING functionality."
37021830,,,10.1021/acs.jmedchem.2c01785,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"Ebola virus (EBOV) is a single-strand RNA virus belonging to the <i>Filoviridae</i> family, which has been associated to most Ebola virus disease outbreaks to date, including the West African and the North Kivu epidemics between 2013 and 2022. This unprecedented health emergency prompted the search for effective medical countermeasures. Following up on the carbazole hit identified in our previous studies, we synthetized a new series of compounds, which demonstrated to prevent EBOV infection in cells by acting as virus entry inhibitors. The <i>in vitro</i> inhibitory activity was evaluated through the screening against surrogate models based on viral pseudotypes and further confirmed using replicative EBOV. Docking and molecular dynamics simulations joined to saturation transfer difference-nuclear magnetic resonance (STD-NMR) and mutagenesis experiments to elucidate the biological target of the most potent compounds. Finally, <i>in vitro</i> metabolic stability and <i>in vivo</i> pharmacokinetic studies were performed to confirm their therapeutic potential."
36992484,,,10.3390/v15030776,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"The recent COVID-19 crisis has highlighted the importance of RNA-based viruses. The most prominent members of this group are SARS-CoV-2 (coronavirus), HIV (human immunodeficiency virus), EBOV (Ebola virus), DENV (dengue virus), HCV (hepatitis C virus), ZIKV (Zika virus), CHIKV (chikungunya virus), and influenza A virus. With the exception of retroviruses which produce reverse transcriptase, the majority of RNA viruses encode RNA-dependent RNA polymerases which do not include molecular proofreading tools, underlying the high mutation capacity of these viruses as they multiply in the host cells. Together with their ability to manipulate the immune system of the host in different ways, their high mutation frequency poses a challenge to develop effective and durable vaccination and/or treatments. Consequently, the use of antiviral targeting agents, while an important part of the therapeutic strategy against infection, may lead to the selection of drug-resistant variants. The crucial role of the host cell replicative and processing machinery is essential for the replicative cycle of the viruses and has driven attention to the potential use of drugs directed to the host machinery as therapeutic alternatives to treat viral infections. In this review, we discuss small molecules with antiviral effects that target cellular factors in different steps of the infectious cycle of many RNA viruses. We emphasize the repurposing of FDA-approved drugs with broad-spectrum antiviral activity. Finally, we postulate that the ferruginol analog (18-(phthalimide-2-yl) ferruginol) is a potential host-targeted antiviral."
36982945,,,10.3390/ijms24065872,2023,,,,,,,,0.7,,Tier 2: phenotypic,,,,"A promising new approach to broad spectrum antiviral drugs is the inhibition of the eukaryotic translation initiation factor 4A (elF4A), a DEAD-box RNA helicase that effectively reduces the replication of several pathogenic virus types. Beside the antipathogenic effect, modulation of a host enzyme activity could also have an impact on the immune system. Therefore, we performed a comprehensive study on the influence of elF4A inhibition with natural and synthetic rocaglates on various immune cells. The effect of the rocaglates zotatifin, silvestrol and CR-31-B (-), as well as the nonactive enantiomer CR-31-B (+), on the expression of surface markers, release of cytokines, proliferation, inflammatory mediators and metabolic activity in primary human monocyte-derived macrophages (MdMs), monocyte-derived dendritic cells (MdDCs), T cells and B cells was assessed. The inhibition of elF4A reduced the inflammatory potential and energy metabolism of M1 MdMs, whereas in M2 MdMs, drug-specific and less target-specific effects were observed. Rocaglate treatment also reduced the inflammatory potential of activated MdDCs by altering cytokine release. In T cells, the inhibition of elF4A impaired their activation by reducing the proliferation rate, expression of CD25 and cytokine release. The inhibition of elF4A further reduced B-cell proliferation, plasma cell formation and the release of immune globulins. In conclusion, the inhibition of the elF4A RNA helicase with rocaglates suppressed the function of M1 MdMs, MdDCs, T cells and B cells. This suggests that rocaglates, while inhibiting viral replication, may also suppress bystander tissue injury by the host immune system. Thus, dosing of rocaglates would need to be adjusted to prevent excessive immune suppression without reducing their antiviral activity."
